InvoiceNo,CustomerName,ProductCategory,OrderDate,ShippingDate,Price,Quantity,Country,TotalAmount
INV-9676,Diana,Groceries,5/13/2024,5/17/2024,384.94,10,USA,3849.4
INV-1136,Frank,Groceries,9/3/2024,9/4/2024,336.35,9,USA,3027.15
INV-4908,Alice,Beauty,8/10/2024,8/14/2024,137.36,1,Canada,137.36
INV-2414,Frank,Electronics,9/13/2024,9/14/2024,124.05,2,France,248.1
INV-1182,Bob,Groceries,8/25/2024,8/31/2024,150.7,5,Germany,753.5
INV-3279,Charlie,Toys,8/16/2024,8/20/2024,242.11,10,USA,2421.1
INV-8308,Charlie,Electronics,4/16/2024,4/19/2024,204.58,2,Canada,409.16
INV-8353,Alice,Toys,10/24/2024,10/30/2024,232.85,6,France,1397.1
INV-8563,Alice,Clothing,3/30/2024,4/1/2024,381.99,,Australia,3437.91
INV-3684,Bob,Beauty,7/16/2024,7/21/2024,377.15,3,Australia,1131.45
INV-3309,Eve,Beauty,5/5/2024,5/8/2024,470.98,5,Germany,2354.9
INV-4281,Eve,Groceries,8/18/2024,8/24/2024,197.34,9,France,1776.06
INV-2942,Eve,Beauty,11/5/2024,11/11/2024,402.56,4,Germany,1610.24
INV-8320,Alice,Electronics,2/10/2024,2/11/2024,50.22,1,Australia,50.22
INV-3181,Charlie,Electronics,12/1/2024,12/6/2024,329.54,4,Germany,1318.16
INV-7612,Diana,Electronics,12/9/2024,12/14/2024,325.4,5,France,1627
INV-5083,Charlie,Beauty,7/15/2024,7/19/2024,83.23,2,France,166.46
INV-6591,Eve,Toys,8/6/2024,8/9/2024,75.74,4,Australia,302.96
INV-5056,Frank,Toys,2/28/2024,3/2/2024,56.04,7,USA,392.28
INV-4062,Bob,Electronics,5/18/2024,5/23/2024,392.26,10,UK,3922.6
INV-7209,Bob,Clothing,10/14/2024,10/15/2024,16.61,10,Canada,166.1
INV-4852,Frank,Electronics,7/21/2024,7/27/2024,440.13,8,Canada,3521.04
INV-5936,Bob,Electronics,1/5/2024,1/8/2024,272.15,5,Canada,1360.75
INV-8199,Diana,Toys,6/11/2024,6/13/2024,240.25,5,UK,1201.25
INV-1704,Charlie,Electronics,1/20/2024,1/23/2024,395.93,10,Canada,3959.3
INV-6841,Diana,Clothing,3/18/2024,3/25/2024,400.45,2,UK,800.9
INV-3736,Diana,Beauty,9/29/2024,10/1/2024,292.99,6,Germany,1757.94
INV-1430,Bob,Toys,8/19/2024,8/26/2024,416.95,2,Australia,833.9
INV-1845,Bob,Groceries,5/17/2024,5/24/2024,473.54,6,USA,2841.24
INV-8745,Eve,Groceries,10/29/2024,11/5/2024,77.76,9,France,699.84
INV-4222,Diana,Books,12/18/2024,12/21/2024,209.74,4,Germany,838.96
INV-1502,Charlie,Beauty,6/19/2024,6/20/2024,229.58,1,UK,229.58
INV-3809,Frank,Beauty,10/23/2024,10/29/2024,281.64,1,USA,281.64
INV-6381,Eve,Books,11/11/2024,11/17/2024,446.43,5,Canada,2232.15
INV-3073,Bob,Electronics,4/1/2024,4/4/2024,459.75,4,Canada,1839
INV-9827,Charlie,Books,9/14/2024,9/20/2024,302.48,4,UK,1209.92
INV-5548,Diana,Electronics,7/30/2024,7/31/2024,426.77,2,Germany,853.54
INV-2788,Charlie,Clothing,11/14/2024,11/21/2024,331.52,4,Canada,1326.08
INV-1201,Frank,Clothing,11/8/2024,11/12/2024,420.85,7,France,2945.95
INV-3338,Alice,Toys,7/7/2024,7/14/2024,419.78,2,Canada,839.56
INV-4330,Diana,Electronics,8/21/2024,8/27/2024,451.22,9,UK,4060.98
INV-2220,Eve,Toys,5/21/2024,5/23/2024,188.38,10,Canada,1883.8
INV-8844,Frank,Toys,2/17/2024,2/22/2024,396.3,7,France,2774.1
INV-2288,Eve,Books,6/19/2024,6/21/2024,283.84,7,Canada,1986.88
INV-9997,Bob,Toys,5/6/2024,5/12/2024,309.56,7,Canada,2166.92
INV-6493,Frank,Beauty,5/13/2024,5/15/2024,380.58,5,Canada,1902.9
INV-1327,Eve,Beauty,5/24/2024,5/30/2024,426.28,9,UK,3836.52
INV-9054,Frank,Toys,7/31/2024,8/2/2024,7.27,1,France,7.27
INV-3238,Bob,Toys,8/19/2024,8/21/2024,35.69,7,UK,249.83
INV-4459,Bob,Clothing,9/4/2024,9/5/2024,221.06,6,Australia,1326.36
INV-7179,Diana,Clothing,8/18/2024,8/24/2024,90.28,10,Germany,902.8
INV-2104,Bob,Toys,6/11/2024,6/12/2024,170.63,7,Australia,1194.41
INV-4594,Eve,Groceries,12/20/2024,12/23/2024,342.44,2,USA,684.88
INV-5227,Bob,Groceries,5/22/2024,5/27/2024,368.61,3,France,1105.83
INV-5606,Bob,Toys,7/5/2024,7/8/2024,337.4,4,USA,1349.6
INV-1757,Frank,Groceries,8/26/2024,8/29/2024,468.46,7,USA,3279.22
INV-7973,Alice,Electronics,6/5/2024,6/7/2024,279.08,1,Canada,279.08
INV-8084,Eve,,6/17/2024,6/22/2024,180.7,10,Australia,1807
INV-4314,Eve,Electronics,4/17/2024,4/22/2024,252.48,9,Canada,2272.32
INV-8265,Eve,Books,2/2/2024,2/5/2024,376.19,7,Australia,2633.33
INV-3589,Alice,Toys,7/11/2024,7/13/2024,466.22,9,Germany,4195.98
INV-8677,Alice,Electronics,9/30/2024,10/1/2024,433.15,9,Germany,3898.35
INV-3901,Diana,Books,6/19/2024,6/22/2024,139.1,5,Germany,695.5
INV-2193,Diana,Groceries,3/31/2024,4/3/2024,498.63,6,Canada,2991.78
INV-7868,Frank,Groceries,9/11/2024,9/18/2024,348.73,3,UK,1046.19
INV-8937,Bob,Electronics,9/29/2024,10/5/2024,278.55,9,Australia,2506.95
INV-6900,Bob,Beauty,5/21/2024,5/25/2024,145.19,7,Australia,1016.33
INV-2655,Frank,Groceries,10/30/2024,10/31/2024,270.7,7,Australia,1894.9
INV-8140,Diana,Groceries,10/4/2024,10/8/2024,88.8,5,USA,444
INV-5761,Diana,Books,9/30/2024,10/4/2024,361.1,8,France,2888.8
INV-3217,Alice,Toys,10/15/2024,10/20/2024,121.52,2,Germany,243.04
INV-9815,Alice,Electronics,5/6/2024,5/9/2024,110.43,10,France,1104.3
INV-4465,Alice,Electronics,9/17/2024,9/21/2024,308.18,10,UK,3081.8
INV-4960,Alice,Electronics,7/30/2024,7/31/2024,73.99,4,USA,295.96
INV-4971,Alice,Beauty,4/26/2024,4/29/2024,451.71,6,,2710.26
INV-4468,Bob,Groceries,12/12/2024,12/18/2024,195.32,8,USA,1562.56
INV-3866,Eve,Books,4/29/2024,5/4/2024,248.08,4,USA,992.32
INV-5994,Frank,Beauty,6/26/2024,7/3/2024,313.24,3,USA,939.72
INV-7187,Bob,Electronics,11/24/2024,11/25/2024,22.83,2,USA,45.66
INV-3655,Diana,Beauty,12/4/2024,12/9/2024,277.51,4,USA,1110.04
INV-5913,Alice,Books,10/6/2024,10/8/2024,41.95,5,Canada,209.75
INV-8056,Eve,Beauty,7/2/2024,7/6/2024,422.92,6,Canada,2537.52
INV-4754,Frank,Groceries,2/13/2024,2/19/2024,84.22,5,France,421.1
INV-3469,Eve,Electronics,1/7/2024,1/8/2024,77.82,1,France,77.82
INV-9874,Alice,Groceries,9/9/2024,9/16/2024,69.07,9,USA,621.63
INV-5859,Eve,Electronics,1/27/2024,2/2/2024,303.64,9,Germany,2732.76
INV-1314,Charlie,Groceries,6/4/2024,6/8/2024,92.49,7,Germany,647.43
INV-8975,Eve,Beauty,1/28/2024,1/29/2024,498.73,4,Australia,1994.92
INV-2697,Bob,Toys,10/16/2024,10/20/2024,18.12,8,USA,144.96
INV-9356,Eve,Groceries,6/15/2024,6/20/2024,306.74,3,USA,920.22
INV-8130,Alice,Books,10/15/2024,10/16/2024,296.32,1,UK,296.32
INV-8548,Bob,Beauty,2/10/2024,2/12/2024,200.06,1,France,200.06
INV-4992,Eve,Toys,2/12/2024,2/16/2024,222.65,3,Australia,667.95
INV-2863,Frank,Toys,11/4/2024,11/7/2024,184.56,9,Canada,1661.04
INV-8133,Alice,Beauty,4/14/2024,4/21/2024,335.17,1,Canada,335.17
INV-6268,Eve,Groceries,3/15/2024,3/21/2024,177.26,10,Australia,1772.6
INV-2950,Frank,Toys,1/26/2024,1/28/2024,338.95,7,France,2372.65
INV-3646,Alice,Clothing,5/2/2024,5/3/2024,447.27,3,Canada,1341.81
INV-3893,Eve,Books,4/25/2024,4/26/2024,113.16,6,UK,678.96
INV-4796,Bob,Books,2/7/2024,2/11/2024,238.23,1,USA,238.23
INV-9670,Eve,Electronics,11/24/2024,11/29/2024,100.07,7,Australia,700.49
INV-8868,Alice,Clothing,9/7/2024,9/13/2024,496,7,USA,3472
INV-3359,Charlie,Clothing,6/18/2024,6/21/2024,256.34,7,UK,1794.38
INV-2089,Charlie,Groceries,11/22/2024,11/29/2024,246.07,2,France,492.14
INV-1863,Diana,Clothing,1/10/2024,1/14/2024,320.97,4,USA,1283.88
INV-3957,Diana,Electronics,5/29/2024,5/30/2024,342.44,9,UK,3081.96
INV-3530,Diana,Groceries,3/8/2024,3/13/2024,234.51,8,UK,1876.08
INV-1632,Bob,Toys,8/14/2024,8/21/2024,462.62,9,USA,4163.58
INV-5939,Frank,Beauty,12/13/2024,12/16/2024,244,6,Germany,1464
INV-7256,Charlie,Toys,9/5/2024,9/6/2024,67.52,10,Germany,675.2
INV-1569,Frank,Books,6/7/2024,6/8/2024,469.58,5,France,2347.9
INV-2425,Alice,Books,12/15/2024,12/20/2024,38.02,10,Australia,380.2
INV-3901,Eve,Clothing,10/30/2024,11/2/2024,178.89,9,Australia,1610.01
INV-3027,Bob,Beauty,3/26/2024,3/28/2024,151.41,2,Australia,302.82
INV-9928,Eve,Groceries,3/8/2024,3/13/2024,78,5,USA,390
INV-9443,Alice,Electronics,9/11/2024,9/16/2024,451.29,3,Canada,1353.87
INV-1249,Eve,Groceries,9/16/2024,9/21/2024,484.05,8,USA,3872.4
INV-2624,Eve,Books,3/31/2024,4/6/2024,77.87,9,Germany,700.83
INV-9327,Alice,Electronics,7/16/2024,7/17/2024,77.45,10,USA,774.5
INV-3682,Charlie,Groceries,4/13/2024,4/18/2024,333.01,9,Australia,2997.09
INV-2989,Alice,Books,4/12/2024,4/16/2024,177.55,3,Germany,532.65
INV-3142,Frank,Books,1/29/2024,1/30/2024,60.29,6,Australia,361.74
INV-3776,Bob,Beauty,9/17/2024,9/21/2024,442.16,9,USA,3979.44
INV-3064,Charlie,Beauty,12/20/2024,12/26/2024,9.5,1,USA,9.5
INV-8901,Eve,Electronics,11/28/2024,12/4/2024,10.25,2,Australia,20.5
INV-1281,Bob,Electronics,7/21/2024,7/22/2024,323.13,8,USA,2585.04
INV-1400,Diana,Clothing,9/11/2024,9/18/2024,80.56,9,France,725.04
INV-2290,Alice,Groceries,5/5/2024,5/12/2024,262.27,1,USA,262.27
INV-3440,Bob,Groceries,12/27/2024,12/29/2024,90.97,10,France,909.7
INV-8859,Charlie,Books,7/23/2024,7/29/2024,379.58,7,UK,2657.06
INV-7577,Eve,Books,6/14/2024,6/21/2024,263.34,4,Germany,1053.36
INV-7045,Bob,Electronics,5/20/2024,5/22/2024,122.24,1,Canada,122.24
INV-3599,Diana,Beauty,11/24/2024,11/26/2024,225.43,4,Australia,901.72
INV-8835,Charlie,Toys,4/5/2024,4/11/2024,470.82,10,Canada,4708.2
INV-8329,Frank,Groceries,6/20/2024,6/27/2024,95.25,9,USA,857.25
INV-5106,Bob,Books,1/12/2024,1/13/2024,391.51,4,Canada,1566.04
INV-1639,Charlie,Beauty,6/24/2024,6/27/2024,125.52,6,UK,753.12
INV-8834,Eve,Books,3/22/2024,3/26/2024,481.88,5,UK,2409.4
INV-1059,Bob,Groceries,3/27/2024,3/28/2024,31.57,9,France,284.13
INV-3727,Bob,Groceries,11/6/2024,11/13/2024,108.58,10,France,1085.8
INV-5520,Bob,Electronics,6/27/2024,6/29/2024,223.64,5,Germany,1118.2
INV-4198,Bob,Electronics,11/11/2024,11/16/2024,118.23,5,UK,591.15
INV-1857,Diana,Books,1/6/2024,1/12/2024,123.43,6,Australia,740.58
INV-7645,Alice,Toys,3/31/2024,4/7/2024,205.33,7,Canada,1437.31
INV-4989,Alice,Electronics,8/28/2024,8/31/2024,409.33,7,France,2865.31
INV-7500,Bob,Books,11/5/2024,11/10/2024,458.52,10,Canada,4585.2
INV-5401,Frank,Electronics,5/16/2024,5/20/2024,159.55,7,Australia,1116.85
INV-6953,Charlie,Toys,1/26/2024,2/2/2024,191.33,7,Germany,1339.31
INV-1208,Alice,Groceries,3/1/2024,3/6/2024,230.96,8,France,1847.68
INV-1682,Eve,Groceries,4/20/2024,4/27/2024,170.24,2,France,340.48
INV-8265,Bob,Electronics,7/2/2024,7/8/2024,141.41,5,France,707.05
INV-3092,Frank,Books,8/27/2024,8/28/2024,64.62,1,UK,64.62
INV-1788,Frank,Groceries,6/28/2024,6/29/2024,99.54,3,Germany,298.62
INV-3519,Charlie,Electronics,4/27/2024,4/30/2024,346.58,1,USA,346.58
INV-9850,Alice,Beauty,7/7/2024,7/12/2024,161.52,5,Canada,807.6
INV-2079,Bob,Groceries,10/6/2024,10/12/2024,409.25,5,USA,2046.25
INV-5462,Eve,Clothing,10/27/2024,11/1/2024,88.07,3,USA,264.21
INV-4146,Diana,Electronics,9/25/2024,10/1/2024,398.43,5,France,1992.15
INV-4767,Frank,Beauty,5/20/2024,5/22/2024,356.86,2,USA,713.72
INV-4898,Alice,Beauty,11/3/2024,11/8/2024,465.71,2,Germany,931.42
INV-9424,Bob,Clothing,11/14/2024,11/21/2024,111.22,2,Germany,222.44
INV-4930,Frank,Electronics,4/5/2024,4/6/2024,443.6,3,Canada,1330.8
INV-6073,Bob,Clothing,8/3/2024,8/5/2024,152.91,9,UK,1376.19
INV-2871,Alice,Toys,4/4/2024,4/9/2024,5.79,6,USA,34.74
INV-8679,Bob,Toys,10/8/2024,10/14/2024,239.93,3,Australia,719.79
INV-9928,Bob,Clothing,10/25/2024,11/1/2024,491.27,7,Canada,3438.89
INV-2292,Eve,Beauty,10/5/2024,10/12/2024,245.96,10,Germany,2459.6
INV-3398,Diana,Clothing,11/21/2024,11/22/2024,70.53,5,France,352.65
INV-7412,Frank,Books,7/3/2024,7/10/2024,235,4,Australia,940
INV-5441,Eve,Groceries,4/23/2024,4/28/2024,243.14,1,UK,243.14
INV-3603,Eve,Toys,9/27/2024,9/29/2024,152.19,5,Australia,760.95
INV-1511,Frank,Groceries,10/1/2024,10/5/2024,24.18,9,Germany,217.62
INV-4712,Frank,Beauty,12/23/2024,12/30/2024,341.49,10,USA,3414.9
INV-1419,Charlie,Groceries,9/25/2024,9/26/2024,431.79,1,Canada,431.79
INV-8828,Alice,Beauty,8/13/2024,8/20/2024,228.11,2,Germany,456.22
INV-6155,Frank,Toys,11/7/2024,11/14/2024,74.84,6,France,449.04
INV-2456,Alice,Toys,7/6/2024,7/8/2024,72.37,5,UK,361.85
INV-6829,Frank,Books,2/29/2024,3/5/2024,114.83,1,Australia,114.83
INV-3598,Bob,Toys,11/20/2024,11/24/2024,477.38,8,USA,3819.04
INV-9565,Frank,Clothing,10/6/2024,10/13/2024,9.27,2,Australia,18.54
INV-4540,Frank,Electronics,12/23/2024,12/29/2024,252.03,2,USA,504.06
INV-4973,Eve,Toys,9/26/2024,9/27/2024,183.82,5,USA,919.1
INV-6141,Alice,Toys,6/24/2024,6/26/2024,385.8,7,France,2700.6
INV-5926,Eve,Groceries,9/3/2024,9/8/2024,259.02,4,UK,1036.08
INV-3448,Alice,Books,8/29/2024,9/4/2024,278.82,8,France,2230.56
INV-7702,Frank,Clothing,4/15/2024,4/16/2024,47.59,6,Australia,285.54
INV-2493,Diana,Electronics,5/31/2024,6/1/2024,388.25,10,Germany,3882.5
INV-7440,Eve,Groceries,10/15/2024,10/16/2024,345.01,10,Germany,3450.1
INV-3186,Charlie,Toys,11/9/2024,11/14/2024,312.31,6,Australia,1873.86
INV-5350,Charlie,Electronics,7/3/2024,7/7/2024,133.86,1,Canada,133.86
INV-6546,Eve,Books,9/1/2024,9/4/2024,446.73,9,Canada,4020.57
INV-8668,Bob,Electronics,4/14/2024,4/20/2024,231.81,4,Germany,927.24
INV-9732,Frank,Clothing,5/29/2024,6/2/2024,10.08,2,Australia,20.16
,Frank,Electronics,8/28/2024,9/4/2024,395.15,4,Australia,1580.6
INV-3350,Eve,Electronics,7/24/2024,7/29/2024,444.8,4,Australia,1779.2
INV-8641,Charlie,Beauty,1/11/2024,1/16/2024,198.1,5,Australia,990.5
INV-8517,Alice,Books,4/20/2024,4/24/2024,467.41,4,USA,1869.64
INV-7519,Eve,Electronics,2/29/2024,3/7/2024,155.9,4,Australia,623.6
INV-5190,Alice,Beauty,1/7/2024,1/11/2024,156.89,5,UK,784.45
INV-9737,Alice,Toys,1/25/2024,1/30/2024,439.64,5,UK,2198.2
INV-5333,Diana,Beauty,12/24/2024,12/26/2024,233.9,8,UK,1871.2
INV-3240,Frank,Electronics,4/19/2024,4/25/2024,121.5,7,Germany,850.5
INV-3247,Frank,Toys,5/1/2024,5/4/2024,100.08,10,UK,1000.8
INV-2887,Charlie,Groceries,8/15/2024,8/21/2024,199.58,7,USA,1397.06
INV-7065,Eve,Books,4/16/2024,4/22/2024,246.65,7,Germany,1726.55
INV-9559,Charlie,Beauty,3/7/2024,3/13/2024,334.01,7,Canada,2338.07
INV-2704,Eve,Toys,11/11/2024,11/13/2024,133.46,10,France,1334.6
INV-2670,Frank,,3/17/2024,3/20/2024,148.47,9,Canada,1336.23
INV-8873,Bob,Beauty,6/22/2024,6/28/2024,234.93,1,Canada,234.93
INV-2994,Eve,Books,9/18/2024,9/21/2024,216.33,8,UK,1730.64
INV-2411,Bob,Clothing,7/12/2024,7/14/2024,86.23,5,UK,431.15
INV-3687,Eve,Electronics,10/16/2024,10/20/2024,417.2,7,Germany,2920.4
INV-2363,Charlie,Toys,6/27/2024,7/4/2024,297.54,6,Australia,1785.24
INV-3811,Diana,Clothing,8/25/2024,8/30/2024,162.71,9,Canada,1464.39
INV-2129,Charlie,Beauty,6/6/2024,6/8/2024,28,3,Canada,84
INV-5426,Diana,Books,10/23/2024,10/27/2024,347.18,10,UK,3471.8
INV-5520,Charlie,Clothing,9/6/2024,9/11/2024,104.31,8,France,834.48
INV-2753,Eve,Groceries,4/21/2024,4/26/2024,6.96,7,Germany,48.72
INV-1217,Frank,Toys,4/27/2024,4/28/2024,268.93,7,Canada,1882.51
INV-6973,Eve,Beauty,2/4/2024,2/5/2024,455.27,7,Germany,3186.89
INV-4689,Frank,Beauty,3/8/2024,3/11/2024,277.11,4,Australia,1108.44
INV-2002,Charlie,Groceries,9/24/2024,9/26/2024,401.46,2,UK,802.92
INV-9991,Alice,Electronics,3/31/2024,4/6/2024,369.43,9,Australia,3324.87
INV-2195,Diana,Electronics,6/13/2024,6/18/2024,161.03,10,USA,1610.3
INV-7582,Diana,Groceries,10/11/2024,10/17/2024,156.76,1,Germany,156.76
INV-6679,Charlie,Groceries,10/1/2024,10/7/2024,231.25,10,USA,2312.5
INV-9543,Bob,Beauty,2/14/2024,2/19/2024,318.69,4,Germany,1274.76
INV-3033,Bob,Groceries,2/28/2024,3/4/2024,380.93,6,Australia,2285.58
INV-8453,Bob,Toys,11/1/2024,11/8/2024,216.99,6,Germany,1301.94
INV-3288,Frank,Toys,8/11/2024,8/15/2024,238.52,8,USA,1908.16
INV-9701,Frank,Groceries,11/8/2024,11/15/2024,260.71,2,UK,521.42
INV-9689,Alice,Electronics,10/28/2024,11/4/2024,374.89,2,UK,749.78
INV-9139,Alice,Electronics,1/1/2024,1/6/2024,407.62,7,Canada,2853.34
INV-8623,Alice,Groceries,1/27/2024,2/1/2024,267.36,1,USA,267.36
INV-3422,Alice,Toys,7/9/2024,7/10/2024,225.12,7,Canada,1575.84
INV-3673,Alice,Beauty,9/22/2024,9/25/2024,335.15,4,Canada,1340.6
INV-5947,Charlie,Toys,1/1/2024,1/7/2024,293.48,2,USA,586.96
INV-1943,Eve,Groceries,12/19/2024,12/24/2024,133.81,6,Germany,802.86
INV-3555,Alice,Toys,9/12/2024,9/14/2024,494.13,8,UK,3953.04
INV-5386,Eve,Clothing,11/30/2024,12/4/2024,79.93,5,USA,399.65
INV-6768,Charlie,Toys,2/6/2024,2/7/2024,434.09,5,Germany,2170.45
INV-5723,Diana,Toys,6/13/2024,6/17/2024,334.21,9,UK,3007.89
INV-9028,Eve,Groceries,2/24/2024,3/2/2024,208.98,2,Canada,417.96
INV-7970,Charlie,Beauty,10/3/2024,10/5/2024,312.84,7,Australia,2189.88
INV-1803,Frank,Books,6/20/2024,6/25/2024,86.68,9,Canada,780.12
INV-9179,Frank,Books,11/16/2024,11/22/2024,394.81,8,UK,3158.48
INV-5228,Eve,Books,7/15/2024,7/16/2024,21.43,10,Australia,214.3
INV-8149,Alice,Beauty,10/23/2024,10/25/2024,439.08,7,France,3073.56
INV-1356,Alice,Clothing,9/2/2024,9/4/2024,443.94,10,USA,4439.4
INV-9791,Alice,Groceries,8/22/2024,8/24/2024,135.43,9,France,1218.87
INV-1883,Bob,Groceries,8/2/2024,8/8/2024,404.18,6,France,2425.08
INV-4907,Diana,Books,2/27/2024,3/4/2024,312.44,5,USA,1562.2
INV-6519,Diana,Clothing,3/9/2024,3/16/2024,138,9,Germany,1242
INV-6213,Diana,Electronics,12/12/2024,12/13/2024,340.1,5,Germany,1700.5
INV-1597,Frank,Toys,10/5/2024,10/8/2024,64.24,2,France,128.48
INV-9249,Bob,Electronics,3/19/2024,3/21/2024,130.74,4,Germany,522.96
INV-7591,Frank,Groceries,3/4/2024,3/10/2024,285.59,1,UK,285.59
INV-1556,Alice,Electronics,4/16/2024,4/20/2024,150.6,9,USA,1355.4
INV-2405,Charlie,Clothing,5/28/2024,6/2/2024,323.04,8,Canada,2584.32
INV-3660,Alice,Toys,1/3/2024,1/4/2024,357.07,10,France,3570.7
INV-3498,Frank,Clothing,10/7/2024,10/9/2024,362.58,10,USA,3625.8
INV-7403,Alice,Books,1/4/2024,1/8/2024,328.81,4,USA,1315.24
INV-5640,Eve,Clothing,1/15/2024,1/19/2024,21.76,1,Germany,21.76
INV-7389,Eve,Books,3/4/2024,3/8/2024,201.96,9,Germany,1817.64
INV-7590,Diana,Groceries,2/19/2024,2/26/2024,47.15,7,UK,330.05
INV-1600,,Books,8/8/2024,8/12/2024,55.52,1,UK,55.52
INV-7638,Charlie,Groceries,1/11/2024,1/14/2024,406.02,1,Canada,406.02
INV-2183,Charlie,Electronics,1/17/2024,1/22/2024,195.75,4,Canada,783
INV-1712,Frank,Groceries,12/25/2024,12/30/2024,491.12,7,Australia,3437.84
INV-8122,Charlie,Electronics,1/16/2024,1/21/2024,469.83,8,USA,3758.64
INV-2124,Eve,Toys,8/31/2024,9/3/2024,185.14,4,Australia,740.56
INV-4967,Alice,Electronics,8/12/2024,8/19/2024,9,9,France,81
INV-7539,Eve,Electronics,8/26/2024,8/28/2024,99.66,4,UK,398.64
INV-5728,Diana,Electronics,12/1/2024,12/5/2024,227.96,1,USA,227.96
INV-2282,Diana,Toys,10/5/2024,10/12/2024,232.92,3,UK,698.76
INV-5787,Charlie,Beauty,5/14/2024,5/18/2024,323.19,9,Canada,2908.71
INV-4684,Diana,Toys,2/12/2024,2/17/2024,181.29,3,USA,543.87
INV-8414,Alice,Electronics,1/3/2024,1/4/2024,311.03,6,Canada,1866.18
INV-1529,Charlie,Groceries,9/28/2024,10/1/2024,407.41,5,France,2037.05
INV-2540,Eve,Beauty,4/17/2024,4/19/2024,377.03,3,France,1131.09
INV-8161,Alice,Clothing,8/12/2024,8/16/2024,120.23,1,UK,120.23
INV-9050,Alice,Groceries,8/3/2024,8/5/2024,83.71,,Germany,585.97
INV-3385,Diana,Groceries,6/21/2024,6/28/2024,183.69,1,Australia,183.69
INV-9095,Frank,Groceries,4/13/2024,4/19/2024,427.11,10,Canada,4271.1
INV-7171,Eve,Electronics,3/4/2024,3/9/2024,62.11,7,Germany,434.77
INV-3850,Alice,Books,2/28/2024,3/5/2024,117.11,2,Germany,234.22
INV-4227,Charlie,Books,1/1/2024,1/8/2024,322.63,4,Canada,1290.52
INV-3778,Alice,Beauty,10/14/2024,10/18/2024,64.87,3,Canada,194.61
INV-3368,Charlie,Clothing,8/1/2024,8/2/2024,180.21,3,USA,540.63
INV-7905,Charlie,Clothing,10/19/2024,10/21/2024,91.85,8,Canada,734.8
INV-1049,Charlie,Groceries,6/5/2024,6/10/2024,37.85,6,USA,227.1
INV-8346,Eve,Books,2/12/2024,2/17/2024,120.01,4,Australia,
INV-9084,Alice,Groceries,2/7/2024,2/9/2024,199.16,10,Germany,1991.6
INV-6494,Charlie,Electronics,9/20/2024,9/26/2024,73.23,8,Canada,585.84
INV-2301,Eve,Electronics,3/1/2024,3/7/2024,375.06,6,France,2250.36
INV-1358,Charlie,Electronics,3/25/2024,3/29/2024,338.32,10,Germany,3383.2
INV-4927,Bob,Clothing,6/13/2024,6/15/2024,389.2,6,,2335.2
INV-7236,Alice,Books,5/2/2024,5/4/2024,127.22,2,Germany,254.44
INV-9299,Bob,Beauty,7/22/2024,7/23/2024,307.96,3,Germany,923.88
INV-2958,Alice,Books,9/28/2024,10/1/2024,448.88,2,France,897.76
INV-5003,Charlie,Beauty,2/5/2024,2/7/2024,102.38,4,Canada,409.52
INV-5228,Eve,Clothing,10/23/2024,10/30/2024,301.54,3,Germany,904.62
INV-1123,Frank,Beauty,3/27/2024,3/29/2024,304.61,4,Germany,1218.44
INV-5112,Eve,Books,7/13/2024,7/15/2024,31.48,9,UK,
INV-2427,Bob,Beauty,1/14/2024,1/19/2024,41.22,9,France,370.98
INV-9696,Frank,Clothing,3/22/2024,3/29/2024,230.62,9,France,2075.58
INV-7147,Diana,Toys,7/3/2024,7/7/2024,153.5,9,France,1381.5
INV-7619,Diana,Groceries,2/21/2024,2/26/2024,372.65,2,UK,745.3
INV-6348,Charlie,Groceries,11/27/2024,11/29/2024,43.13,7,UK,301.91
INV-2051,Alice,Clothing,9/9/2024,9/14/2024,494.18,5,Australia,2470.9
INV-2485,Eve,Beauty,3/5/2024,3/7/2024,113.03,2,France,226.06
INV-1670,Frank,Beauty,5/9/2024,5/14/2024,214.41,6,UK,1286.46
INV-1582,Alice,Groceries,6/26/2024,6/27/2024,478.56,6,France,2871.36
INV-4991,Alice,Toys,5/4/2024,5/6/2024,309.98,7,Germany,2169.86
INV-1791,Alice,Beauty,5/12/2024,5/19/2024,167.54,5,UK,837.7
INV-8194,Eve,Groceries,6/12/2024,6/14/2024,471.22,1,USA,471.22
INV-4619,Eve,Electronics,3/31/2024,4/5/2024,319.18,1,USA,319.18
INV-6354,Diana,Groceries,4/2/2024,4/7/2024,15.79,7,Canada,110.53
INV-2682,Charlie,Books,12/4/2024,12/6/2024,141.69,2,Australia,283.38
INV-2601,Frank,Clothing,6/29/2024,7/3/2024,367.44,1,France,367.44
INV-9519,Charlie,Beauty,10/1/2024,10/6/2024,339.95,3,Canada,1019.85
INV-9550,Diana,Beauty,7/7/2024,7/10/2024,,4,Canada,730.64
INV-6318,Alice,Electronics,4/27/2024,5/4/2024,75.11,4,UK,300.44
INV-2041,Diana,Electronics,12/4/2024,12/9/2024,219.72,2,France,439.44
INV-4924,Frank,Clothing,3/29/2024,3/31/2024,58.5,6,UK,351
INV-5881,Charlie,Groceries,7/14/2024,7/19/2024,69.54,1,UK,69.54
INV-2992,Frank,Electronics,12/27/2024,1/1/2025,372.73,7,Germany,2609.11
INV-2575,Alice,Groceries,7/6/2024,7/9/2024,307.7,1,USA,307.7
INV-8128,Frank,Toys,8/29/2024,9/1/2024,414.98,9,Canada,3734.82
