InvoiceNo,CustomerName,ProductCategory,OrderDate,ShippingDate,Price,Quantity,Country,TotalAmount
INV-8308,Charlie,Electronics,2024-04-16,2024-04-19,204.58,2,Canada,409.16
INV-8353,Alice,Toys,2024-10-24,2024-10-30,232.85,6,France,1397.1
INV-3684,Bob,Beauty,2024-07-16,2024-07-21,377.15,3,Australia,1131.45
INV-3309,Eve,Beauty,2024-05-05,2024-05-08,470.98,5,Germany,2354.9
INV-4281,Eve,Groceries,2024-08-18,2024-08-24,197.34,9,France,1776.06
INV-2942,Eve,Beauty,2024-11-05,2024-11-11,402.56,4,Germany,1610.24
INV-8320,Alice,Electronics,2024-02-10,2024-02-11,50.22,1,Australia,50.22
INV-3181,Charlie,Electronics,2024-12-01,2024-12-06,329.54,4,Germany,1318.16
INV-7612,Diana,Electronics,2024-12-09,2024-12-14,325.4,5,France,1627.0
INV-5083,Charlie,Beauty,2024-07-15,2024-07-19,83.23,2,France,166.46
INV-6591,Eve,Toys,2024-08-06,2024-08-09,75.74,4,Australia,302.96
INV-5056,Frank,Toys,2024-02-28,2024-03-02,56.04,7,USA,392.28
INV-4062,Bob,Electronics,2024-05-18,2024-05-23,392.26,10,UK,3922.6
INV-7209,Bob,Clothing,2024-10-14,2024-10-15,16.61,10,Canada,166.1
INV-4852,Frank,Electronics,2024-07-21,2024-07-27,440.13,8,Canada,3521.04
INV-5936,Bob,Electronics,2024-01-05,2024-01-08,272.15,5,Canada,1360.75
INV-8199,Diana,Toys,2024-06-11,2024-06-13,240.25,5,UK,1201.25
INV-1704,Charlie,Electronics,2024-01-20,2024-01-23,395.93,10,Canada,3959.3
INV-6841,Diana,Clothing,2024-03-18,2024-03-25,400.45,2,UK,800.9
INV-3736,Diana,Beauty,2024-09-29,2024-10-01,292.99,6,Germany,1757.94
INV-1430,Bob,Toys,2024-08-19,2024-08-26,416.95,2,Australia,833.9
INV-1845,Bob,Groceries,2024-05-17,2024-05-24,473.54,6,USA,2841.24
INV-8745,Eve,Groceries,2024-10-29,2024-11-05,77.76,9,France,699.84
INV-4222,Diana,Books,2024-12-18,2024-12-21,209.74,4,Germany,838.96
INV-1502,Charlie,Beauty,2024-06-19,2024-06-20,229.58,1,UK,229.58
INV-3809,Frank,Beauty,2024-10-23,2024-10-29,281.64,1,USA,281.64
INV-6381,Eve,Books,2024-11-11,2024-11-17,446.43,5,Canada,2232.15
INV-3073,Bob,Electronics,2024-04-01,2024-04-04,459.75,4,Canada,1839.0
INV-9827,Charlie,Books,2024-09-14,2024-09-20,302.48,4,UK,1209.92
INV-5548,Diana,Electronics,2024-07-30,2024-07-31,426.77,2,Germany,853.54
INV-2788,Charlie,Clothing,2024-11-14,2024-11-21,331.52,4,Canada,1326.08
INV-1201,Frank,Clothing,2024-11-08,2024-11-12,420.85,7,France,2945.95
INV-3338,Alice,Toys,2024-07-07,2024-07-14,419.78,2,Canada,839.56
INV-4330,Diana,Electronics,2024-08-21,2024-08-27,451.22,9,UK,4060.98
INV-2220,Eve,Toys,2024-05-21,2024-05-23,188.38,10,Canada,1883.8
INV-8844,Frank,Toys,2024-02-17,2024-02-22,396.3,7,France,2774.1
INV-2288,Eve,Books,2024-06-19,2024-06-21,283.84,7,Canada,1986.88
INV-9997,Bob,Toys,2024-05-06,2024-05-12,309.56,7,Canada,2166.92
INV-6493,Frank,Beauty,2024-05-13,2024-05-15,380.58,5,Canada,1902.9
INV-1327,Eve,Beauty,2024-05-24,2024-05-30,426.28,9,UK,3836.52
INV-9054,Frank,Toys,2024-07-31,2024-08-02,7.27,1,France,7.27
INV-3238,Bob,Toys,2024-08-19,2024-08-21,35.69,7,UK,249.83
INV-4459,Bob,Clothing,2024-09-04,2024-09-05,221.06,6,Australia,1326.36
INV-7179,Diana,Clothing,2024-08-18,2024-08-24,90.28,10,Germany,902.8
INV-2104,Bob,Toys,2024-06-11,2024-06-12,170.63,7,Australia,1194.41
INV-4594,Eve,Groceries,2024-12-20,2024-12-23,342.44,2,USA,684.88
INV-5227,Bob,Groceries,2024-05-22,2024-05-27,368.61,3,France,1105.83
INV-5606,Bob,Toys,2024-07-05,2024-07-08,337.4,4,USA,1349.6
INV-1757,Frank,Groceries,2024-08-26,2024-08-29,468.46,7,USA,3279.22
INV-7973,Alice,Electronics,2024-06-05,2024-06-07,279.08,1,Canada,279.08
INV-4314,Eve,Electronics,2024-04-17,2024-04-22,252.48,9,Canada,2272.32
INV-8265,Eve,Books,2024-02-02,2024-02-05,376.19,7,Australia,2633.33
INV-3589,Alice,Toys,2024-07-11,2024-07-13,466.22,9,Germany,4195.98
INV-8677,Alice,Electronics,2024-09-30,2024-10-01,433.15,9,Germany,3898.35
INV-3901,Diana,Books,2024-06-19,2024-06-22,139.1,5,Germany,695.5
INV-2193,Diana,Groceries,2024-03-31,2024-04-03,498.63,6,Canada,2991.78
INV-7868,Frank,Groceries,2024-09-11,2024-09-18,348.73,3,UK,1046.19
INV-8937,Bob,Electronics,2024-09-29,2024-10-05,278.55,9,Australia,2506.95
INV-6900,Bob,Beauty,2024-05-21,2024-05-25,145.19,7,Australia,1016.33
INV-2655,Frank,Groceries,2024-10-30,2024-10-31,270.7,7,Australia,1894.9
INV-8140,Diana,Groceries,2024-10-04,2024-10-08,88.8,5,USA,444.0
INV-5761,Diana,Books,2024-09-30,2024-10-04,361.1,8,France,2888.8
INV-3217,Alice,Toys,2024-10-15,2024-10-20,121.52,2,Germany,243.04
INV-9815,Alice,Electronics,2024-05-06,2024-05-09,110.43,10,France,1104.3
INV-4465,Alice,Electronics,2024-09-17,2024-09-21,308.18,10,UK,3081.8
INV-4960,Alice,Electronics,2024-07-30,2024-07-31,73.99,4,USA,295.96
INV-4971,Alice,Beauty,2024-04-26,2024-04-29,451.71,6,Unknown,2710.26
INV-4468,Bob,Groceries,2024-12-12,2024-12-18,195.32,8,USA,1562.56
INV-3866,Eve,Books,2024-04-29,2024-05-04,248.08,4,USA,992.32
INV-5994,Frank,Beauty,2024-06-26,2024-07-03,313.24,3,USA,939.72
INV-7187,Bob,Electronics,2024-11-24,2024-11-25,22.83,2,USA,45.66
INV-3655,Diana,Beauty,2024-12-04,2024-12-09,277.51,4,USA,1110.04
INV-5913,Alice,Books,2024-10-06,2024-10-08,41.95,5,Canada,209.75
INV-8056,Eve,Beauty,2024-07-02,2024-07-06,422.92,6,Canada,2537.52
INV-4754,Frank,Groceries,2024-02-13,2024-02-19,84.22,5,France,421.1
INV-3469,Eve,Electronics,2024-01-07,2024-01-08,77.82,1,France,77.82
INV-9874,Alice,Groceries,2024-09-09,2024-09-16,69.07,9,USA,621.63
INV-5859,Eve,Electronics,2024-01-27,2024-02-02,303.64,9,Germany,2732.76
INV-1314,Charlie,Groceries,2024-06-04,2024-06-08,92.49,7,Germany,647.43
INV-8975,Eve,Beauty,2024-01-28,2024-01-29,498.73,4,Australia,1994.92
INV-2697,Bob,Toys,2024-10-16,2024-10-20,18.12,8,USA,144.96
INV-9356,Eve,Groceries,2024-06-15,2024-06-20,306.74,3,USA,920.22
INV-8130,Alice,Books,2024-10-15,2024-10-16,296.32,1,UK,296.32
INV-8548,Bob,Beauty,2024-02-10,2024-02-12,200.06,1,France,200.06
INV-4992,Eve,Toys,2024-02-12,2024-02-16,222.65,3,Australia,667.95
INV-2863,Frank,Toys,2024-11-04,2024-11-07,184.56,9,Canada,1661.04
INV-8133,Alice,Beauty,2024-04-14,2024-04-21,335.17,1,Canada,335.17
INV-6268,Eve,Groceries,2024-03-15,2024-03-21,177.26,10,Australia,1772.6
INV-2950,Frank,Toys,2024-01-26,2024-01-28,338.95,7,France,2372.65
INV-3646,Alice,Clothing,2024-05-02,2024-05-03,447.27,3,Canada,1341.81
INV-3893,Eve,Books,2024-04-25,2024-04-26,113.16,6,UK,678.96
INV-4796,Bob,Books,2024-02-07,2024-02-11,238.23,1,USA,238.23
INV-9670,Eve,Electronics,2024-11-24,2024-11-29,100.07,7,Australia,700.49
INV-8868,Alice,Clothing,2024-09-07,2024-09-13,496.0,7,USA,3472.0
INV-3359,Charlie,Clothing,2024-06-18,2024-06-21,256.34,7,UK,1794.38
INV-2089,Charlie,Groceries,2024-11-22,2024-11-29,246.07,2,France,492.14
INV-1863,Diana,Clothing,2024-01-10,2024-01-14,320.97,4,USA,1283.88
INV-3957,Diana,Electronics,2024-05-29,2024-05-30,342.44,9,UK,3081.96
INV-3530,Diana,Groceries,2024-03-08,2024-03-13,234.51,8,UK,1876.08
INV-1632,Bob,Toys,2024-08-14,2024-08-21,462.62,9,USA,4163.58
INV-5939,Frank,Beauty,2024-12-13,2024-12-16,244.0,6,Germany,1464.0
INV-7256,Charlie,Toys,2024-09-05,2024-09-06,67.52,10,Germany,675.2
INV-1569,Frank,Books,2024-06-07,2024-06-08,469.58,5,France,2347.9
INV-2425,Alice,Books,2024-12-15,2024-12-20,38.02,10,Australia,380.2
INV-3901,Eve,Clothing,2024-10-30,2024-11-02,178.89,9,Australia,1610.01
INV-3027,Bob,Beauty,2024-03-26,2024-03-28,151.41,2,Australia,302.82
INV-9928,Eve,Groceries,2024-03-08,2024-03-13,78.0,5,USA,390.0
INV-9443,Alice,Electronics,2024-09-11,2024-09-16,451.29,3,Canada,1353.87
INV-1249,Eve,Groceries,2024-09-16,2024-09-21,484.05,8,USA,3872.4
INV-2624,Eve,Books,2024-03-31,2024-04-06,77.87,9,Germany,700.83
INV-9327,Alice,Electronics,2024-07-16,2024-07-17,77.45,10,USA,774.5
INV-3682,Charlie,Groceries,2024-04-13,2024-04-18,333.01,9,Australia,2997.09
INV-2989,Alice,Books,2024-04-12,2024-04-16,177.55,3,Germany,532.65
INV-3142,Frank,Books,2024-01-29,2024-01-30,60.29,6,Australia,361.74
INV-3776,Bob,Beauty,2024-09-17,2024-09-21,442.16,9,USA,3979.44
INV-3064,Charlie,Beauty,2024-12-20,2024-12-26,9.5,1,USA,9.5
INV-8901,Eve,Electronics,2024-11-28,2024-12-04,10.25,2,Australia,20.5
INV-1281,Bob,Electronics,2024-07-21,2024-07-22,323.13,8,USA,2585.04
INV-1400,Diana,Clothing,2024-09-11,2024-09-18,80.56,9,France,725.04
INV-2290,Alice,Groceries,2024-05-05,2024-05-12,262.27,1,USA,262.27
INV-3440,Bob,Groceries,2024-12-27,2024-12-29,90.97,10,France,909.7
INV-8859,Charlie,Books,2024-07-23,2024-07-29,379.58,7,UK,2657.06
INV-7577,Eve,Books,2024-06-14,2024-06-21,263.34,4,Germany,1053.36
INV-7045,Bob,Electronics,2024-05-20,2024-05-22,122.24,1,Canada,122.24
INV-3599,Diana,Beauty,2024-11-24,2024-11-26,225.43,4,Australia,901.72
INV-8835,Charlie,Toys,2024-04-05,2024-04-11,470.82,10,Canada,4708.2
INV-8329,Frank,Groceries,2024-06-20,2024-06-27,95.25,9,USA,857.25
INV-5106,Bob,Books,2024-01-12,2024-01-13,391.51,4,Canada,1566.04
INV-1639,Charlie,Beauty,2024-06-24,2024-06-27,125.52,6,UK,753.12
INV-8834,Eve,Books,2024-03-22,2024-03-26,481.88,5,UK,2409.4
INV-1059,Bob,Groceries,2024-03-27,2024-03-28,31.57,9,France,284.13
INV-3727,Bob,Groceries,2024-11-06,2024-11-13,108.58,10,France,1085.8
INV-5520,Bob,Electronics,2024-06-27,2024-06-29,223.64,5,Germany,1118.2
INV-4198,Bob,Electronics,2024-11-11,2024-11-16,118.23,5,UK,591.15
INV-1857,Diana,Books,2024-01-06,2024-01-12,123.43,6,Australia,740.58
INV-7645,Alice,Toys,2024-03-31,2024-04-07,205.33,7,Canada,1437.31
INV-4989,Alice,Electronics,2024-08-28,2024-08-31,409.33,7,France,2865.31
INV-7500,Bob,Books,2024-11-05,2024-11-10,458.52,10,Canada,4585.2
INV-5401,Frank,Electronics,2024-05-16,2024-05-20,159.55,7,Australia,1116.85
INV-6953,Charlie,Toys,2024-01-26,2024-02-02,191.33,7,Germany,1339.31
INV-1208,Alice,Groceries,2024-03-01,2024-03-06,230.96,8,France,1847.68
INV-1682,Eve,Groceries,2024-04-20,2024-04-27,170.24,2,France,340.48
INV-8265,Bob,Electronics,2024-07-02,2024-07-08,141.41,5,France,707.05
INV-3092,Frank,Books,2024-08-27,2024-08-28,64.62,1,UK,64.62
INV-1788,Frank,Groceries,2024-06-28,2024-06-29,99.54,3,Germany,298.62
INV-3519,Charlie,Electronics,2024-04-27,2024-04-30,346.58,1,USA,346.58
INV-9850,Alice,Beauty,2024-07-07,2024-07-12,161.52,5,Canada,807.6
INV-2079,Bob,Groceries,2024-10-06,2024-10-12,409.25,5,USA,2046.25
INV-5462,Eve,Clothing,2024-10-27,2024-11-01,88.07,3,USA,264.21
INV-4146,Diana,Electronics,2024-09-25,2024-10-01,398.43,5,France,1992.15
INV-4767,Frank,Beauty,2024-05-20,2024-05-22,356.86,2,USA,713.72
INV-4898,Alice,Beauty,2024-11-03,2024-11-08,465.71,2,Germany,931.42
INV-9424,Bob,Clothing,2024-11-14,2024-11-21,111.22,2,Germany,222.44
INV-4930,Frank,Electronics,2024-04-05,2024-04-06,443.6,3,Canada,1330.8
INV-6073,Bob,Clothing,2024-08-03,2024-08-05,152.91,9,UK,1376.19
INV-2871,Alice,Toys,2024-04-04,2024-04-09,5.79,6,USA,34.74
INV-8679,Bob,Toys,2024-10-08,2024-10-14,239.93,3,Australia,719.79
INV-9928,Bob,Clothing,2024-10-25,2024-11-01,491.27,7,Canada,3438.89
INV-2292,Eve,Beauty,2024-10-05,2024-10-12,245.96,10,Germany,2459.6
INV-3398,Diana,Clothing,2024-11-21,2024-11-22,70.53,5,France,352.65
INV-7412,Frank,Books,2024-07-03,2024-07-10,235.0,4,Australia,940.0
INV-5441,Eve,Groceries,2024-04-23,2024-04-28,243.14,1,UK,243.14
INV-3603,Eve,Toys,2024-09-27,2024-09-29,152.19,5,Australia,760.95
INV-1511,Frank,Groceries,2024-10-01,2024-10-05,24.18,9,Germany,217.62
INV-4712,Frank,Beauty,2024-12-23,2024-12-30,341.49,10,USA,3414.9
INV-1419,Charlie,Groceries,2024-09-25,2024-09-26,431.79,1,Canada,431.79
INV-8828,Alice,Beauty,2024-08-13,2024-08-20,228.11,2,Germany,456.22
INV-6155,Frank,Toys,2024-11-07,2024-11-14,74.84,6,France,449.04
INV-2456,Alice,Toys,2024-07-06,2024-07-08,72.37,5,UK,361.85
INV-6829,Frank,Books,2024-02-29,2024-03-05,114.83,1,Australia,114.83
INV-3598,Bob,Toys,2024-11-20,2024-11-24,477.38,8,USA,3819.04
INV-9565,Frank,Clothing,2024-10-06,2024-10-13,9.27,2,Australia,18.54
INV-4540,Frank,Electronics,2024-12-23,2024-12-29,252.03,2,USA,504.06
INV-4973,Eve,Toys,2024-09-26,2024-09-27,183.82,5,USA,919.1
INV-6141,Alice,Toys,2024-06-24,2024-06-26,385.8,7,France,2700.6
INV-5926,Eve,Groceries,2024-09-03,2024-09-08,259.02,4,UK,1036.08
INV-3448,Alice,Books,2024-08-29,2024-09-04,278.82,8,France,2230.56
INV-7702,Frank,Clothing,2024-04-15,2024-04-16,47.59,6,Australia,285.54
INV-2493,Diana,Electronics,2024-05-31,2024-06-01,388.25,10,Germany,3882.5
INV-7440,Eve,Groceries,2024-10-15,2024-10-16,345.01,10,Germany,3450.1
INV-3186,Charlie,Toys,2024-11-09,2024-11-14,312.31,6,Australia,1873.86
INV-5350,Charlie,Electronics,2024-07-03,2024-07-07,133.86,1,Canada,133.86
INV-6546,Eve,Books,2024-09-01,2024-09-04,446.73,9,Canada,4020.57
INV-8668,Bob,Electronics,2024-04-14,2024-04-20,231.81,4,Germany,927.24
INV-9732,Frank,Clothing,2024-05-29,2024-06-02,10.08,2,Australia,20.16
,Frank,Electronics,2024-08-28,2024-09-04,395.15,4,Australia,1580.6
INV-3350,Eve,Electronics,2024-07-24,2024-07-29,444.8,4,Australia,1779.2
INV-8641,Charlie,Beauty,2024-01-11,2024-01-16,198.1,5,Australia,990.5
INV-8517,Alice,Books,2024-04-20,2024-04-24,467.41,4,USA,1869.64
INV-7519,Eve,Electronics,2024-02-29,2024-03-07,155.9,4,Australia,623.6
INV-5190,Alice,Beauty,2024-01-07,2024-01-11,156.89,5,UK,784.45
INV-9737,Alice,Toys,2024-01-25,2024-01-30,439.64,5,UK,2198.2
INV-5333,Diana,Beauty,2024-12-24,2024-12-26,233.9,8,UK,1871.2
INV-3240,Frank,Electronics,2024-04-19,2024-04-25,121.5,7,Germany,850.5
INV-3247,Frank,Toys,2024-05-01,2024-05-04,100.08,10,UK,1000.8
INV-2887,Charlie,Groceries,2024-08-15,2024-08-21,199.58,7,USA,1397.06
INV-7065,Eve,Books,2024-04-16,2024-04-22,246.65,7,Germany,1726.55
INV-9559,Charlie,Beauty,2024-03-07,2024-03-13,334.01,7,Canada,2338.07
INV-2704,Eve,Toys,2024-11-11,2024-11-13,133.46,10,France,1334.6
INV-8873,Bob,Beauty,2024-06-22,2024-06-28,234.93,1,Canada,234.93
INV-2994,Eve,Books,2024-09-18,2024-09-21,216.33,8,UK,1730.64
INV-2411,Bob,Clothing,2024-07-12,2024-07-14,86.23,5,UK,431.15
INV-3687,Eve,Electronics,2024-10-16,2024-10-20,417.2,7,Germany,2920.4
INV-2363,Charlie,Toys,2024-06-27,2024-07-04,297.54,6,Australia,1785.24
INV-3811,Diana,Clothing,2024-08-25,2024-08-30,162.71,9,Canada,1464.39
INV-2129,Charlie,Beauty,2024-06-06,2024-06-08,28.0,3,Canada,84.0
INV-5426,Diana,Books,2024-10-23,2024-10-27,347.18,10,UK,3471.8
INV-5520,Charlie,Clothing,2024-09-06,2024-09-11,104.31,8,France,834.48
INV-2753,Eve,Groceries,2024-04-21,2024-04-26,6.96,7,Germany,48.72
INV-1217,Frank,Toys,2024-04-27,2024-04-28,268.93,7,Canada,1882.51
INV-6973,Eve,Beauty,2024-02-04,2024-02-05,455.27,7,Germany,3186.89
INV-4689,Frank,Beauty,2024-03-08,2024-03-11,277.11,4,Australia,1108.44
INV-2002,Charlie,Groceries,2024-09-24,2024-09-26,401.46,2,UK,802.92
INV-9991,Alice,Electronics,2024-03-31,2024-04-06,369.43,9,Australia,3324.87
INV-2195,Diana,Electronics,2024-06-13,2024-06-18,161.03,10,USA,1610.3
INV-7582,Diana,Groceries,2024-10-11,2024-10-17,156.76,1,Germany,156.76
INV-6679,Charlie,Groceries,2024-10-01,2024-10-07,231.25,10,USA,2312.5
INV-9543,Bob,Beauty,2024-02-14,2024-02-19,318.69,4,Germany,1274.76
INV-3033,Bob,Groceries,2024-02-28,2024-03-04,380.93,6,Australia,2285.58
INV-8453,Bob,Toys,2024-11-01,2024-11-08,216.99,6,Germany,1301.94
INV-3288,Frank,Toys,2024-08-11,2024-08-15,238.52,8,USA,1908.16
INV-9701,Frank,Groceries,2024-11-08,2024-11-15,260.71,2,UK,521.42
INV-9689,Alice,Electronics,2024-10-28,2024-11-04,374.89,2,UK,749.78
INV-9139,Alice,Electronics,2024-01-01,2024-01-06,407.62,7,Canada,2853.34
INV-8623,Alice,Groceries,2024-01-27,2024-02-01,267.36,1,USA,267.36
INV-3422,Alice,Toys,2024-07-09,2024-07-10,225.12,7,Canada,1575.84
INV-3673,Alice,Beauty,2024-09-22,2024-09-25,335.15,4,Canada,1340.6
INV-5947,Charlie,Toys,2024-01-01,2024-01-07,293.48,2,USA,586.96
INV-1943,Eve,Groceries,2024-12-19,2024-12-24,133.81,6,Germany,802.86
INV-3555,Alice,Toys,2024-09-12,2024-09-14,494.13,8,UK,3953.04
INV-5386,Eve,Clothing,2024-11-30,2024-12-04,79.93,5,USA,399.65
INV-6768,Charlie,Toys,2024-02-06,2024-02-07,434.09,5,Germany,2170.45
INV-5723,Diana,Toys,2024-06-13,2024-06-17,334.21,9,UK,3007.89
INV-9028,Eve,Groceries,2024-02-24,2024-03-02,208.98,2,Canada,417.96
INV-7970,Charlie,Beauty,2024-10-03,2024-10-05,312.84,7,Australia,2189.88
INV-1803,Frank,Books,2024-06-20,2024-06-25,86.68,9,Canada,780.12
INV-9179,Frank,Books,2024-11-16,2024-11-22,394.81,8,UK,3158.48
INV-5228,Eve,Books,2024-07-15,2024-07-16,21.43,10,Australia,214.3
INV-8149,Alice,Beauty,2024-10-23,2024-10-25,439.08,7,France,3073.56
INV-1356,Alice,Clothing,2024-09-02,2024-09-04,443.94,10,USA,4439.4
INV-9791,Alice,Groceries,2024-08-22,2024-08-24,135.43,9,France,1218.87
INV-1883,Bob,Groceries,2024-08-02,2024-08-08,404.18,6,France,2425.08
INV-4907,Diana,Books,2024-02-27,2024-03-04,312.44,5,USA,1562.2
INV-6519,Diana,Clothing,2024-03-09,2024-03-16,138.0,9,Germany,1242.0
INV-6213,Diana,Electronics,2024-12-12,2024-12-13,340.1,5,Germany,1700.5
INV-1597,Frank,Toys,2024-10-05,2024-10-08,64.24,2,France,128.48
INV-9249,Bob,Electronics,2024-03-19,2024-03-21,130.74,4,Germany,522.96
INV-7591,Frank,Groceries,2024-03-04,2024-03-10,285.59,1,UK,285.59
INV-1556,Alice,Electronics,2024-04-16,2024-04-20,150.6,9,USA,1355.4
INV-2405,Charlie,Clothing,2024-05-28,2024-06-02,323.04,8,Canada,2584.32
INV-3660,Alice,Toys,2024-01-03,2024-01-04,357.07,10,France,3570.7
INV-3498,Frank,Clothing,2024-10-07,2024-10-09,362.58,10,USA,3625.8
INV-7403,Alice,Books,2024-01-04,2024-01-08,328.81,4,USA,1315.24
INV-5640,Eve,Clothing,2024-01-15,2024-01-19,21.76,1,Germany,21.76
INV-7389,Eve,Books,2024-03-04,2024-03-08,201.96,9,Germany,1817.64
INV-7590,Diana,Groceries,2024-02-19,2024-02-26,47.15,7,UK,330.05
INV-7638,Charlie,Groceries,2024-01-11,2024-01-14,406.02,1,Canada,406.02
INV-2183,Charlie,Electronics,2024-01-17,2024-01-22,195.75,4,Canada,783.0
INV-1712,Frank,Groceries,2024-12-25,2024-12-30,491.12,7,Australia,3437.84
INV-8122,Charlie,Electronics,2024-01-16,2024-01-21,469.83,8,USA,3758.64
INV-2124,Eve,Toys,2024-08-31,2024-09-03,185.14,4,Australia,740.56
INV-4967,Alice,Electronics,2024-08-12,2024-08-19,9.0,9,France,81.0
INV-7539,Eve,Electronics,2024-08-26,2024-08-28,99.66,4,UK,398.64
INV-5728,Diana,Electronics,2024-12-01,2024-12-05,227.96,1,USA,227.96
INV-2282,Diana,Toys,2024-10-05,2024-10-12,232.92,3,UK,698.76
INV-5787,Charlie,Beauty,2024-05-14,2024-05-18,323.19,9,Canada,2908.71
INV-4684,Diana,Toys,2024-02-12,2024-02-17,181.29,3,USA,543.87
INV-8414,Alice,Electronics,2024-01-03,2024-01-04,311.03,6,Canada,1866.18
INV-1529,Charlie,Groceries,2024-09-28,2024-10-01,407.41,5,France,2037.05
INV-2540,Eve,Beauty,2024-04-17,2024-04-19,377.03,3,France,1131.09
INV-8161,Alice,Clothing,2024-08-12,2024-08-16,120.23,1,UK,120.23
INV-3385,Diana,Groceries,2024-06-21,2024-06-28,183.69,1,Australia,183.69
INV-9095,Frank,Groceries,2024-04-13,2024-04-19,427.11,10,Canada,4271.1
INV-7171,Eve,Electronics,2024-03-04,2024-03-09,62.11,7,Germany,434.77
INV-3850,Alice,Books,2024-02-28,2024-03-05,117.11,2,Germany,234.22
INV-4227,Charlie,Books,2024-01-01,2024-01-08,322.63,4,Canada,1290.52
INV-3778,Alice,Beauty,2024-10-14,2024-10-18,64.87,3,Canada,194.61
INV-3368,Charlie,Clothing,2024-08-01,2024-08-02,180.21,3,USA,540.63
INV-7905,Charlie,Clothing,2024-10-19,2024-10-21,91.85,8,Canada,734.8
INV-1049,Charlie,Groceries,2024-06-05,2024-06-10,37.85,6,USA,227.1
INV-8346,Eve,Books,2024-02-12,2024-02-17,120.01,4,Australia,1017.3499999999999
INV-9084,Alice,Groceries,2024-02-07,2024-02-09,199.16,10,Germany,1991.6
INV-6494,Charlie,Electronics,2024-09-20,2024-09-26,73.23,8,Canada,585.84
INV-2301,Eve,Electronics,2024-03-01,2024-03-07,375.06,6,France,2250.36
INV-1358,Charlie,Electronics,2024-03-25,2024-03-29,338.32,10,Germany,3383.2
INV-4927,Bob,Clothing,2024-06-13,2024-06-15,389.2,6,Unknown,2335.2
INV-7236,Alice,Books,2024-05-02,2024-05-04,127.22,2,Germany,254.44
INV-9299,Bob,Beauty,2024-07-22,2024-07-23,307.96,3,Germany,923.88
INV-2958,Alice,Books,2024-09-28,2024-10-01,448.88,2,France,897.76
INV-5003,Charlie,Beauty,2024-02-05,2024-02-07,102.38,4,Canada,409.52
INV-5228,Eve,Clothing,2024-10-23,2024-10-30,301.54,3,Germany,904.62
INV-1123,Frank,Beauty,2024-03-27,2024-03-29,304.61,4,Germany,1218.44
INV-5112,Eve,Books,2024-07-13,2024-07-15,31.48,9,UK,1017.3499999999999
INV-2427,Bob,Beauty,2024-01-14,2024-01-19,41.22,9,France,370.98
INV-9696,Frank,Clothing,2024-03-22,2024-03-29,230.62,9,France,2075.58
INV-7147,Diana,Toys,2024-07-03,2024-07-07,153.5,9,France,1381.5
INV-7619,Diana,Groceries,2024-02-21,2024-02-26,372.65,2,UK,745.3
INV-6348,Charlie,Groceries,2024-11-27,2024-11-29,43.13,7,UK,301.91
INV-2051,Alice,Clothing,2024-09-09,2024-09-14,494.18,5,Australia,2470.9
INV-2485,Eve,Beauty,2024-03-05,2024-03-07,113.03,2,France,226.06
INV-1670,Frank,Beauty,2024-05-09,2024-05-14,214.41,6,UK,1286.46
INV-1582,Alice,Groceries,2024-06-26,2024-06-27,478.56,6,France,2871.36
INV-4991,Alice,Toys,2024-05-04,2024-05-06,309.98,7,Germany,2169.86
INV-1791,Alice,Beauty,2024-05-12,2024-05-19,167.54,5,UK,837.7
INV-8194,Eve,Groceries,2024-06-12,2024-06-14,471.22,1,USA,471.22
INV-4619,Eve,Electronics,2024-03-31,2024-04-05,319.18,1,USA,319.18
INV-6354,Diana,Groceries,2024-04-02,2024-04-07,15.79,7,Canada,110.53
INV-2682,Charlie,Books,2024-12-04,2024-12-06,141.69,2,Australia,283.38
INV-2601,Frank,Clothing,2024-06-29,2024-07-03,367.44,1,France,367.44
INV-9519,Charlie,Beauty,2024-10-01,2024-10-06,339.95,3,Canada,1019.85
INV-6318,Alice,Electronics,2024-04-27,2024-05-04,75.11,4,UK,300.44
INV-2041,Diana,Electronics,2024-12-04,2024-12-09,219.72,2,France,439.44
INV-4924,Frank,Clothing,2024-03-29,2024-03-31,58.5,6,UK,351.0
INV-5881,Charlie,Groceries,2024-07-14,2024-07-19,69.54,1,UK,69.54
INV-2992,Frank,Electronics,2024-12-27,2025-01-01,372.73,7,Germany,2609.11
INV-2575,Alice,Groceries,2024-07-06,2024-07-09,307.7,1,USA,307.7
INV-8128,Frank,Toys,2024-08-29,2024-09-01,414.98,9,Canada,3734.82
INV-7063,Bob,Beauty,2024-05-22,2024-05-28,265.09,9,USA,2385.81
INV-4261,Alice,Groceries,2024-10-04,2024-10-09,150.55,7,USA,1053.85
INV-6311,Diana,Books,2024-11-26,2024-12-03,147.35,10,UK,1473.5
INV-3890,Diana,Groceries,2024-02-19,2024-02-22,208.08,9,Canada,1872.72
INV-6545,Eve,Books,2024-05-22,2024-05-27,105.18,5,Australia,525.9
INV-6842,Charlie,Books,2024-06-26,2024-06-29,364.35,2,Germany,728.7
INV-1811,Alice,Beauty,2024-09-23,2024-09-24,92.78,4,Germany,371.12
INV-1402,Alice,Books,2024-07-03,2024-07-04,369.35,6,Australia,2216.1
INV-2316,Diana,Electronics,2024-02-24,2024-02-26,329.87,6,Canada,1979.22
INV-3580,Frank,Books,2024-12-25,2024-12-27,41.49,10,France,414.9
